iter	Accuracy	Logloss
888	0.8876404494	0.309992058
889	0.8876404494	0.3097182962
890	0.8876404494	0.3096544424
891	0.8876404494	0.3095850763
892	0.8890449438	0.3095020803
893	0.8890449438	0.3094763467
894	0.8876404494	0.309330493
895	0.8876404494	0.3092784636
896	0.8876404494	0.3092021078
897	0.8876404494	0.3090924045
898	0.8890449438	0.308995739
899	0.8890449438	0.3089176306
900	0.8890449438	0.3087193112
901	0.8890449438	0.3085831804
902	0.8890449438	0.3085655392
903	0.8890449438	0.3083763259
904	0.8890449438	0.308342306
905	0.8890449438	0.3081595484
906	0.8890449438	0.3081095886
907	0.8890449438	0.3080491829
908	0.8890449438	0.3080411952
909	0.8890449438	0.3079570688
910	0.8890449438	0.3079174303
911	0.8890449438	0.3078704013
912	0.8890449438	0.3078653039
913	0.8890449438	0.3076683612
914	0.8890449438	0.3074932734
915	0.8890449438	0.3074013352
916	0.8890449438	0.3072543045
917	0.8890449438	0.307103842
918	0.8890449438	0.3070242338
919	0.8890449438	0.3068663985
920	0.8890449438	0.3068082678
921	0.8890449438	0.3067968969
922	0.8890449438	0.3067253133
923	0.8890449438	0.3065440961
924	0.8890449438	0.3063684125
925	0.8890449438	0.3062957732
926	0.8890449438	0.3061955331
927	0.8890449438	0.3061191583
928	0.8890449438	0.3060774087
929	0.8890449438	0.3059935446
930	0.8890449438	0.3057992695
931	0.8890449438	0.3057521311
932	0.8890449438	0.3056820296
933	0.8890449438	0.3054893621
934	0.8890449438	0.3054831666
935	0.8890449438	0.3054524175
936	0.8890449438	0.3052796189
937	0.8890449438	0.3051276756
938	0.8890449438	0.3050237763
939	0.8890449438	0.3049376841
940	0.8890449438	0.3048840554
941	0.8890449438	0.3048100621
942	0.8890449438	0.3045671828
943	0.8904494382	0.3045174897
944	0.8904494382	0.3044433593
945	0.8904494382	0.3044298073
946	0.8890449438	0.3042677857
947	0.8890449438	0.3041895187
948	0.8890449438	0.3040113874
949	0.8904494382	0.3037808979
950	0.8904494382	0.3037170601
951	0.8904494382	0.3036757251
952	0.8904494382	0.3036046256
953	0.8918539326	0.3034213807
954	0.8918539326	0.3033801692
955	0.8918539326	0.3032035771
956	0.8918539326	0.3031763254
957	0.8918539326	0.3029933353
958	0.8918539326	0.3029519045
959	0.8918539326	0.3027342195
960	0.8918539326	0.3025839521
961	0.8918539326	0.3023481043
962	0.8918539326	0.3022076408
963	0.8918539326	0.3021003143
964	0.8918539326	0.3020177144
965	0.8918539326	0.3019092677
966	0.8918539326	0.3018295848
967	0.8918539326	0.3017669362
968	0.8918539326	0.3016838353
969	0.8918539326	0.3016050308
970	0.8918539326	0.301409367
971	0.8918539326	0.3011861419
972	0.8918539326	0.3011545722
973	0.8918539326	0.3009983532
974	0.8918539326	0.3008860667
975	0.8918539326	0.3006975561
976	0.8918539326	0.3006397007
977	0.8918539326	0.3005079025
978	0.8918539326	0.3004704822
979	0.8918539326	0.3002403058
980	0.8918539326	0.3001895513
981	0.8918539326	0.3001108667
982	0.8918539326	0.300062473
983	0.8918539326	0.3000508492
984	0.8918539326	0.2999004165
985	0.8918539326	0.2996935491
986	0.8918539326	0.2996658692
987	0.8918539326	0.2995342474
988	0.8918539326	0.2995308181
989	0.8918539326	0.2994409868
990	0.8918539326	0.2991083369
991	0.8918539326	0.2989241441
992	0.893258427	0.2988163315
993	0.893258427	0.2985251885
994	0.893258427	0.2985161574
995	0.893258427	0.298477915
996	0.893258427	0.2983606474
997	0.893258427	0.2982812505
998	0.893258427	0.2981840093
999	0.893258427	0.2980624069
